property_id,ownership_id,property_type,unit,street_no,street_1,street_2,suburb,state,postcode,bedrooms,bathrooms,car_spaces,lot_no,area,authority_start,authority_end,gained,gained_reason,rent_account,rent_description,rent_amount,rent_period,outgoings_[n]_account,outgoings_[n]_description,outgoings_[n]_amount,tag_[group name],fee_1,fee_2,fee_3,fee_4,fee_5,fee_6,fee_7,Property Manager
rps_lng-HDO170028,rps_lng-RPT170027, Residential_  ,1,6,Maude Avenue,,Glenroy,VIC,3046,3,2,1,,0,1999-01-01,,2023-05-10T11:41:55+01:00,,100005,,490.0,Weekly,,,,,6.6,3.63,,,,,,Kasey Neuendorf
rps_lng-HDO170073,rps_lng-RPT170071, Residential_  ,707,240,Barkly Street,,Footscray,VIC,3011,2,1,1,,0,1999-01-01,,2023-06-15T10:14:11+01:00,,100005,,350.04,Monthly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO170074,rps_lng-RPT170072, Residential_  ,901,234-240,Barkly Street,,Footscray,VIC,3011,2,1,1,,0,1999-01-01,,2023-01-09T15:14:11+00:00,,100005,,395.0,Weekly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO170231,rps_lng-RPT170232, Residential_  ,604,165,Gladstone Street,,South Melbourne,VIC,3205,2,2,1,,0,1999-01-01,,2022-08-08T10:00:38+01:00,,100005,,599.97,Weekly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO170235,rps_lng-RPT170236, Residential_  ,106,109,Anderson Street,,Yarraville,VIC,3013,2,1,1,,0,1999-01-01,,2023-04-05T10:51:13+01:00,,100005,,520.11,Monthly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO180001,rps_lng-RPT180001, Residential_  ,2,41,Latham Street,,Werribee,VIC,3030,2,2,1,,0,1999-01-01,,2023-07-20T11:21:23+01:00,,100005,,359.93,Monthly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO180003,rps_lng-RPT180003, Residential_  ,,55,Crefden Street,,Maidstone,VIC,3012,3,3,1,,0,1999-01-01,,2023-05-31T17:11:05+01:00,,100005,,509.98,Monthly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO180012,rps_lng-RPT180012, Residential_  ,,6,Hidden Valley Drive,,Tarneit,Vic,3029,4,2,2,,0,1999-01-01,,2023-07-13T09:43:59+01:00,,100005,,410.1,Weekly,,,,,7.7,2.2,,,,,,Kasey Neuendorf
rps_lng-HDO180028,rps_lng-RPT180027, Residential_  ,,9,Pascoe Court,,Melton South,VIC,3337,4,2,2,,0,1999-01-01,,2022-09-05T20:57:10+01:00,,100005,,398.6,Monthly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO180030,rps_lng-RPT180029, Residential_  ,,28,Fellows Street,,Melton South,VIC,3338,4,2,1,,0,1999-01-01,,2023-01-20T10:05:10+00:00,,100005,,335.08,Monthly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO180055,rps_lng-RPT180054, Residential_  ,,71A,Rowan Drive,,Kealba,VIC,3020,2,1,2,,0,1999-01-01,,2022-06-02T15:01:05+01:00,,100005,,390.0,Monthly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO180135,rps_lng-RPT180139, Residential_  ,33,30,Leonard Crescent,,Ascot Vale,VIC,3032,2,2,0,,0,1999-01-01,,2023-01-18T10:21:48+00:00,,100005,,418.85,Monthly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO190007,rps_lng-RPT190007, Residential_  ,,17,Stoneyfell Road,,Point Cook,VIC,3030,4,2,2,,0,1999-01-01,,2022-12-22T17:01:51+00:00,,100005,,375.0,Monthly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO190063,rps_lng-RPT190063, Residential_  ,,57,Rowan Drive,,Kealba,Vic,3021,4,3,2,,0,1999-01-01,,2022-09-05T19:34:26+01:00,,100005,,440.02,Weekly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO190066,rps_lng-RPT190066, Residential_  ,G21,9,Hewitt Avenue,,Footscray,Vic,3011,1,1,1,,0,1999-01-01,,2023-01-09T15:14:11+00:00,,100005,,325.0,Weekly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO190067,rps_lng-RPT190067, Residential_  ,,64,Brownlow Drive,,Point Cook,VIC,3030,4,2,2,,0,1999-01-01,,2022-12-30T10:37:46+00:00,,100005,,460.04,Monthly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO190070,rps_lng-RPT190070, Residential_  ,109,9,Hewitt Avenue,,Footscray,Vic,3011,2,2,1,,0,1999-01-01,,2023-01-09T15:14:11+00:00,,100005,,420.0,Weekly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO190075,rps_lng-RPT190075, Residential_  ,,15,Edge View,,Point Cook,Vic,3030,3,2,2,,0,1999-01-01,,2023-05-01T09:03:27+01:00,,100005,,390.08,Monthly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO190076,rps_lng-RPT190076, Residential_  ,,10,Eva Avenue,,Point Cook,Vic,3030,4,2,2,,0,1999-01-01,,2023-08-16T12:54:10+01:00,,100005,,550.03,Monthly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO190091,rps_lng-RPT190091, Residential_  ,201,9,Hewitt Avenue,,Footscray,Vic,3011,2,1,1,,0,1999-01-01,,2023-02-22T11:09:18+00:00,,100005,,449.92,Monthly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO190115,rps_lng-RPT190115, Residential_  ,,40,Conquest Drive,,Werribee,VIC,3030,3,2,1,,0,1999-01-01,,2023-08-03T13:53:16+01:00,,100005,,449.92,Monthly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO190122,rps_lng-RPT190122, Residential_  ,,8,Vacation Way,,Point Cook,Vic,3030,4,2,2,,0,1999-01-01,,2022-09-21T14:40:47+01:00,,100005,,413.79,Monthly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO190126,rps_lng-RPT190126, Residential_  ,,3,Sundial Boulevard,,Tarneit,VIC,3029,4,0,0,,0,1999-01-01,,2023-08-10T12:14:00+01:00,,100005,,550.03,Monthly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO190133,rps_lng-RPT190133, Residential_  ,G17,9,Hewitt Avenue,,Footscray,VIC,3011,1,0,0,,0,1999-01-01,,2023-02-07T22:16:27+00:00,,100005,,340.0,Weekly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO190134,rps_lng-RPT190134, Residential_  ,117,9,Hewitt Avenue,,Footscray,Vic,3011,2,1,1,,0,1999-01-01,,2023-01-09T15:14:11+00:00,,100005,,425.0,Weekly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO190140,rps_lng-RPT190140, Residential_  ,,4,Calita Avenue,,Tarneit,Vic,3029,4,2,2,,0,1999-01-01,,2023-06-16T14:42:36+01:00,,100005,,375.0,Weekly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO190172,rps_lng-RPT190172, Residential_  ,,18,Stoneyfell Road,,Point Cook,Vic,3030,4,2,2,,0,1999-01-01,,2023-07-31T14:57:58+01:00,,100005,,520.11,Monthly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO190173,rps_lng-RPT190173, Residential_  ,,24,Monarma Walk,,Kealba,Vic,3021,4,2,2,,0,1999-01-01,,2023-06-13T16:09:33+01:00,,100005,,500.09,Monthly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO190174,rps_lng-RPT190174, Residential_  ,,51,Rowan Drive,,Kealba,Vic,3021,0,0,0,,0,1999-01-01,,2022-06-09T08:59:50+01:00,,100005,,380.19,Weekly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO190175,rps_lng-RPT190115, Residential_  ,,2,Blossom Lane,,Werribee,VIC,3030,3,2,1,,0,1999-01-01,,2023-05-17T12:38:09+01:00,,100005,,399.98,Weekly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO190184,rps_lng-RPT190172, Residential_  ,,142,Sandhurst Boulevard,,Sandhurst,Vic,3977,4,2,2,,0,1999-01-01,,2023-08-16T12:22:07+01:00,,100005,,680.05,Monthly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO190201,rps_lng-RPT190172, Residential_  ,,56,Hemsley Drive,,Deer Park,Vic,3023,4,2,2,,0,1999-01-01,,2023-02-09T10:14:45+00:00,,100005,,385.02,Weekly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO190208,rps_lng-RPT190208, Residential_  ,207,9,Hewitt Avenue,,Footscray,Vic,3011,0,0,0,,0,1999-01-01,,2023-07-27T19:14:44+01:00,,100005,,414.94,Monthly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO190214,rps_lng-RPT190172, Residential_  ,,20,Stoneyfell Road,,Point Cook,Vic,3030,4,2,2,,0,1999-01-01,,2023-08-08T18:04:06+01:00,,100005,,395.15,Weekly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO190229,rps_lng-RPT190229, Residential_  ,G15,9,Hewitt Avenue,,Footscray,Vic,3011,1,1,1,,0,1999-01-01,,2023-01-09T15:14:11+00:00,,100005,,375.0,Weekly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO190264,rps_lng-RPT190194, Residential_  ,,10,Lakewood Boulevard,,Melton,Vic,3337,3,2,2,,0,1999-01-01,,2023-07-31T09:34:23+01:00,,100005,,370.06,Monthly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO190265,rps_lng-RPT190265, Residential_  ,319,9,Hewitt Avenue,,Footscray,Vic,3011,2,1,1,,0,1999-01-01,,2023-01-30T12:15:07+00:00,,100005,,375.0,Weekly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO190267,rps_lng-RPT190115, Residential_  ,1,68,Conquest Drive,,Werribee,Vic,3030,3,2,1,,0,1999-01-01,,2023-03-22T16:17:10+00:00,,100005,,379.96,Monthly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO190289,rps_lng-RPT190289, Residential_  ,1,12,Gibralter Gardens,,Point Cook,Vic,3030,3,2,1,,0,1999-01-01,,2023-06-14T13:00:00+01:00,,100005,,370.06,Weekly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO190320,rps_lng-RPT190319, Residential_  ,,34,Hemsley Drive,,Deer Park,Vic,3023,4,2,2,,0,1999-01-01,,2022-09-05T19:30:31+01:00,,100005,,384.79,Weekly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO190321,rps_lng-RPT190321, Residential_  ,G10,9,Hewitt Avenue,,Footscray,Vic,3011,2,1,1,,0,1999-01-01,,2023-01-09T15:14:11+00:00,,100005,,370.0,Weekly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO190329,rps_lng-RPT190329, Residential_  ,,32,Hemsley Drive,,Deer Park,Vic,3023,4,2,2,,0,1999-01-01,,2023-06-14T13:09:43+01:00,,100005,,469.94,Weekly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO190398,rps_lng-HDO210121, Residential_  ,1,59,Pakington Street,,St Kilda East,VIC,3183,2,2,1,,0,1999-01-01,,2022-09-15T14:40:51+01:00,,100005,,509.98,Monthly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO190507,rps_lng-HDO190125, Residential_  ,,187,Victoria Parade,,Fitzroy,VIC,3065,3,2,3,,0,1999-01-01,,2023-06-16T10:53:53+01:00,,100005,,704.91,Weekly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO190510,rps_lng-HDO190128, Residential_  ,1907,7,Riverside Quay,,Southbank,VIC,3006,2,2,1,,0,1999-01-01,,2023-04-03T11:18:53+01:00,,100005,,750.02,Monthly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO190511,rps_lng-HDO190129, Residential_  ,1914,50,Albert Road,,South Melbourne,VIC,3205,2,2,1,,0,1999-01-01,,2023-07-11T11:29:51+01:00,,100005,,649.91,Monthly,,,,,7.7,4.4,,,,,25.0,Kasey Neuendorf
rps_lng-HDO190529,rps_lng-HDO190148, Residential_  ,22,106,Southbank Boulevard,,Southbank,VIC,3006,2,1,1,,0,1999-01-01,,2023-03-28T19:05:16+01:00,,100005,,564.99,Monthly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO190539,rps_lng-HDO190158, Residential_  ,28,14,Bell Street,,Coburg,VIC,3058,2,1,1,,0,1999-01-01,,2023-06-06T13:24:32+01:00,,100005,,375.0,Weekly,,,,,7.7,4.4,,,,,25.0,Kasey Neuendorf
rps_lng-HDO190540,rps_lng-HDO190285, Residential_  ,2801,8,Kavanagh Street,,Southbank,VIC,3006,4,4,3,,0,1999-01-01,,2023-08-01T15:08:30+01:00,,100005,,2699.97,Monthly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO190542,rps_lng-HDO190554, Residential_  ,2901,8,Kavanagh Street,,Southbank,VIC,3006,4,4,0,,0,1999-01-01,,2023-07-27T13:14:03+01:00,,100005,,2399.87,Monthly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO190548,rps_lng-HDO190166, Residential_  ,303,81,Queens Road,,Melbourne,VIC,3004,0,1,1,,0,1999-01-01,,2023-04-03T13:40:20+01:00,,100005,,295.0,Weekly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO190552,rps_lng-HDO190170, Residential_  ,306,74,Queens Road,,Melbourne,VIC,3004,1,1,1,,0,1999-01-01,,2023-03-22T15:19:29+00:00,,100005,,385.0,Weekly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO190581,rps_lng-HDO190199, Residential_  ,407,1,Roy Street,,Melbourne,VIC,3004,2,1,1,,0,1999-01-01,,2023-03-22T15:21:07+00:00,,100005,,520.0,Weekly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO190587,rps_lng-HDO190206, Residential_  ,4105,7,Riverside Quay,,Southbank,VIC,3006,2,2,1,,0,1999-01-01,,2023-03-23T13:41:17+00:00,,100005,,760.0,Weekly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO190592,rps_lng-HDO190210, Residential_  ,4207,7,Riverside Quay,,Southbank,VIC,3006,2,2,1,,0,1999-01-01,,2023-05-11T13:37:11+01:00,,100005,,979.92,Monthly,,,,,5.5,3.3,,,,,25.0,Kasey Neuendorf
rps_lng-HDO190608,rps_lng-HDO190389, Residential_  ,61,195,Beaconsfield Parade,,Middle Park,VIC,3206,2,1,1,,0,1999-01-01,,2023-06-14T12:09:05+01:00,,100005,,500.0,Weekly,,,,,6.6,3.3,,,,,25.0,Kasey Neuendorf
rps_lng-HDO190628,rps_lng-HDO190242, Residential_  ,8,29-31,Brighton Road,,St Kilda,VIC,3182,2,1,1,,0,1999-01-01,,2023-03-28T19:03:53+01:00,,100005,,450.0,Weekly,,,,,6.6,4.4,,,,,25.0,Kasey Neuendorf
rps_lng-HDO190630,rps_lng-HDO190244, Residential_  ,805,108,Flinders Street,,Melbourne,VIC,3000,1,1,1,,0,1999-01-01,,2023-06-14T12:18:49+01:00,,100005,,344.98,Weekly,,,,,6.6,3.3,,,,,25.0,Kasey Neuendorf
rps_lng-HDO190634,rps_lng-HDO190248, Residential_  ,8D,29,Queens Road,,Melbourne,VIC,3004,2,2,1,,0,1999-01-01,,2023-03-22T15:27:12+00:00,,100005,,830.1,Monthly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO190685,rps_lng-HDO190296, Residential_  ,,38,Tambo Crescent,,Taylors Hill,VIC,3037,4,2,2,,0,1999-01-01,,2023-05-24T19:19:08+01:00,,100005,,480.0,Weekly,,,,,6.6,1.32,,,,,,Kasey Neuendorf
rps_lng-HDO190917,rps_lng-HDO190490, Residential_  ,,2,Oxbow Walk,,Truganina,VIC,3029,3,2,2,,0,1999-01-01,,2023-07-20T12:15:23+01:00,,100005,,380.19,Monthly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO190952,rps_lng-HDO190735, Residential_  ,,38,Queen Street,,Coburg,VIC,3058,3,1,2,,0,1999-01-01,,2023-08-08T16:52:31+01:00,,100005,,750.02,Monthly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO190959,rps_lng-HDO190525, Residential_  ,,9,Crown Street,,Footscray,VIC,3011,2,1,1,,0,1999-01-01,,2023-03-28T19:04:34+01:00,,100005,,420.0,Weekly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO190995,rps_lng-HDO190553, Residential_  ,,43,Williams Landing Boulevard,,Williams Landing,VIC,3027,3,2,2,,0,1999-01-01,,2022-07-28T16:58:01+01:00,,100005,,449.92,Monthly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO191014,rps_lng-HDO190571, Residential_  ,9,6-8,Brentwood Avenue,,Pascoe Vale South,VIC,3044,3,1,2,,0,1999-01-01,,2023-08-18T15:20:36+01:00,,100005,,500.09,Monthly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO191133,rps_lng-HDO190695, Residential_  ,,25,Cressy Street,,Werribee,VIC,3030,4,2,2,,0,1999-01-01,,2023-01-30T15:43:10+00:00,,100005,,449.92,Monthly,,,,,6.6,1.65,,,,,,Kasey Neuendorf
rps_lng-HDO191134,rps_lng-HDO190696, Residential_  ,3,222,Keilor Road,,Essendon North,VIC,3041,2,2,1,,0,1999-01-01,,2023-08-17T10:44:51+01:00,,100005,,400.21,Monthly,,,,,7.7,2.2,,,,,20.0,Kasey Neuendorf
rps_lng-HDO191147,rps_lng-HDO190705, Residential_  ,1713,18,Mt Alexander Road,,Travancore,VIC,3032,2,1,1,,0,1999-01-01,,2022-06-02T15:01:05+01:00,,100005,,454.98,Weekly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO191230,rps_lng-HDO190553, Residential_  ,4,96,Northumberland Road,,Pascoe Vale,VIC,3044,2,2,1,,0,1999-01-01,,2023-03-06T09:24:14+00:00,,100005,,489.96,Monthly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO191272,rps_lng-HDO190797, Residential_  ,,48,Salisbury Street,,Newport,VIC,3015,3,1,1,,0,1999-01-01,,2023-01-09T15:14:11+00:00,,100005,,500.0,Weekly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO191279,rps_lng-HDO190525, Residential_  ,,27,Chapel Mews,,South Yarra,VIC,3141,0,0,0,,0,1999-01-01,,2023-03-22T15:28:01+00:00,,100005,,550.0,Weekly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO200014,rps_lng-HDO200011, Residential_  ,,43,Kurrali Crescent,,Werribee,VIC,3030,4,2,2,,0,1999-01-01,,2023-03-16T14:17:11+00:00,,100005,,390.0,Weekly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO200075,rps_lng-HDO200064, Residential_  ,,9,Thoresby Street,,Doreen,VIC,3754,3,2,3,,0,1999-01-01,,2022-07-18T09:28:04+01:00,,100005,,429.9,Monthly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO200076,rps_lng-HDO200064, Residential_  ,,32,Tundra Esplanade,,Werribee,VIC,3030,4,2,2,,0,1999-01-01,,2022-08-25T14:29:35+01:00,,100005,,410.0,Weekly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO200113,rps_lng-HDO200093, Residential_  ,,35,Riches Street,,Tarneit,VIC,3029,4,2,2,,0,1999-01-01,,2023-01-09T15:14:11+00:00,,100005,,425.0,Weekly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO200164,rps_lng-HDO200131, Residential_  ,909,35,Malcolm Street,,South Yarra,VIC,3141,2,2,1,,0,1999-01-01,,2023-06-06T13:15:46+01:00,,100005,,770.04,Monthly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO200287,rps_lng-HDO200212, Residential_  ,,7,Mossop Road,,Tarneit,VIC,3029,4,2,0,,0,1999-01-01,,2023-08-17T13:42:51+01:00,,100005,,400.0,Weekly,,,,,6.05,2.2,,,,,,Kasey Neuendorf
rps_lng-HDO200296,rps_lng-HDO200220, Residential_  ,,6,Aintree Street,,Brunswick East,VIC,3057,2,1,0,,0,1999-01-01,,2023-08-07T18:15:02+01:00,,100005,,550.03,Monthly,,,,,4.95,1.65,,,,,,Kasey Neuendorf
rps_lng-HDO200300,rps_lng-HDO200219, Residential_  ,,2B,Burton Street,,Lalor,VIC,3075,2,1,1,,0,1999-01-01,,2023-08-18T17:41:05+01:00,,100005,,365.0,Monthly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO200325,rps_lng-HDO200242, Residential_  ,,44,Fewster Circuit,,Mickleham,VIC,3064,2,2,1,,0,1999-01-01,,2022-12-23T12:45:16+00:00,,100005,,340.0,Weekly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO200391,rps_lng-HDO200292, Residential_  ,2,59,Doherty Street,,Deer Park,VIC,3023,3,1,1,,0,1999-01-01,,2023-03-08T08:40:41+00:00,,100005,,385.02,Monthly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO200400,rps_lng-HDO200300, Residential_  ,,22,Timbarra Chase,,Cobblebank,VIC,3338,3,2,2,,0,1999-01-01,,2023-01-18T15:19:55+00:00,,100005,,375.12,Monthly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO200434,rps_lng-HDO200328, Residential_  ,,2a,Crampton Crescent,,Mill Park,VIC,3082,3,2,2,,0,1999-01-01,,2023-05-31T16:52:39+01:00,,100005,,450.0,Weekly,,,,,6.6,2.2,,,,,,Kasey Neuendorf
rps_lng-HDO210031,rps_lng-HDO210026, Residential_  ,,9,Autumn Fields Circuit,,Tarneit,VIC,3029,4,2,2,,0,1999-01-01,,2023-04-12T19:53:55+01:00,,100005,,479.84,Monthly,,,,,6.6,2.2,,,,,,Kasey Neuendorf
rps_lng-HDO210036,rps_lng-HDO210031, Residential_  ,204,165-167,Gladstone Street,,South Melbourne,VIC,3205,1,1,0,,0,1999-01-01,,2023-03-02T16:51:59+00:00,,100005,,330.02,Monthly,,,,,7.7,2.2,,,,,,Kasey Neuendorf
rps_lng-HDO210068,rps_lng-HDO210060, Residential_  ,2,64,Snell Grove,,Oak Park,VIC,3046,0,0,0,,0,1999-01-01,,2023-05-11T10:34:09+01:00,,100005,,350.04,Weekly,,,,,6.6,2.2,,,,,,Kasey Neuendorf
rps_lng-HDO210078,rps_lng-HDO210069, Residential_  ,,43,Camelot Drive,,Tarneit,VIC,3029,4,2,2,,0,1999-01-01,,2022-08-30T08:26:30+01:00,,100005,,410.1,Monthly,,,,,4.99,1.65,,,,,,Kasey Neuendorf
