property_id,ownership_id,property_type,unit,street_no,street_1,street_2,suburb,state,postcode,bedrooms,bathrooms,car_spaces,lot_no,area,authority_start,authority_end,gained,gained_reason,rent_account,rent_description,rent_amount,rent_period,outgoings_[n]_account,outgoings_[n]_description,outgoings_[n]_amount,tag_[group name],fee_1,fee_2,fee_3,fee_4,fee_5,fee_6,fee_7,Property Manager
rps_lng-HDO210112,rps_lng-HDO210094, Residential_  ,,17,Houston Drive,,Thornhill Park,VIC,3335,3,2,2,,0,1999-01-01,,2023-03-21T08:39:05+00:00,,100005,,379.96,Monthly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO210119,rps_lng-HDO210100, Residential_  ,,6,Beamish Street,,Werribee,VIC,3030,3,1,2,,0,1999-01-01,,2023-07-17T14:35:36+01:00,,100005,,390.08,Monthly,,,,,6.6,2.2,,,,,,Kasey Neuendorf
rps_lng-HDO210128,rps_lng-HDO210106, Residential_  ,,12,Paramount Boulevard,,Wyndham Vale,VIC,3024,3,2,2,,0,1999-01-01,,2023-03-07T11:51:41+00:00,,100005,,375.12,Monthly,,,,,6.6,2.2,,,,,,Kasey Neuendorf
rps_lng-HDO210136,rps_lng-HDO210112, Residential_  ,,14,Armstrong Street,,Laverton,VIC,3028,4,2,1,,0,1999-01-01,,2023-04-05T10:16:33+01:00,,100005,,450.0,Weekly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO210145,rps_lng-HDO200212, Residential_  ,,41,Aurich Street,,Weir Views,VIC,3338,4,2,2,,0,1999-01-01,,2023-05-22T14:08:43+01:00,,100005,,350.0,Monthly,,,,,6.05,2.2,,,,,,Kasey Neuendorf
rps_lng-HDO210146,rps_lng-HDO210122, Residential_  ,,46,Wyndham Street,,Werribee,VIC,3030,3,1,2,,0,1999-01-01,,2023-06-21T17:30:57+01:00,,100005,,420.0,Monthly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO210218,rps_lng-HDO210182, Residential_  ,2,22,Leonard Avenue,,Glenroy,VIC,3046,3,2,2,,0,1999-01-01,,2023-01-09T15:14:11+00:00,,100005,,450.0,Weekly,,,,,6.6,1.65,,,,,,Kasey Neuendorf
rps_lng-HDO210224,rps_lng-HDO210188, Residential_  ,,6,Lafayette Crescent,,Point Cook,VIC,3030,4,2,2,,0,1999-01-01,,2023-01-31T09:41:42+00:00,,100005,,410.0,Monthly,,,,,6.6,2.2,,,,,,Kasey Neuendorf
rps_lng-HDO210226,rps_lng-RPT140026, Residential_  ,,19,Nuttall Street,,Mambourin,VIC,3024,4,2,2,,0,1999-01-01,,2022-09-06T13:50:57+01:00,,100005,,390.0,Weekly,,,,,4.4,3.3,,,,,,Kasey Neuendorf
rps_lng-HDO210227,rps_lng-HDO210190, Residential_  ,,17,Northam Street,,Mambourin,VIC,3024,4,2,2,,0,1999-01-01,,2022-09-06T13:54:04+01:00,,100005,,410.1,Monthly,,,,,4.4,3.3,,,,,,Kasey Neuendorf
rps_lng-HDO210242,rps_lng-HDO210112, Residential_  ,,1,Third Avenue,,Hoppers Crossing,VIC,3029,3,2,1,,0,1999-01-01,,2022-06-02T15:01:05+01:00,,100005,,340.0,Weekly,,,,,6.6,1.65,,,,,,Kasey Neuendorf
rps_lng-HDO210251,rps_lng-HDO210210, Residential_  ,,15,Alderney Street,,Tarneit,VIC,3029,3,2,2,,0,1999-01-01,,2023-04-12T12:07:22+01:00,,100005,,390.08,Monthly,,,,,7.7,2.2,,,,,,Kasey Neuendorf
rps_lng-HDO210271,rps_lng-HDO210228, Residential_  ,1,46,Primrose Street,,Moonee Ponds,VIC,3039,2,1,1,,0,1999-01-01,,2023-08-15T15:38:59+01:00,,100005,,440.0,Weekly,,,,,8.8,2.2,,,,,,Kasey Neuendorf
rps_lng-HDO210296,rps_lng-HDO210247, Residential_  ,503,18,Hoff Boulevard,,Southbank,VIC,3006,2,2,1,,0,1999-01-01,,2023-07-10T14:34:06+01:00,,100005,,799.96,Monthly,,,,,7.7,1.65,,,,,,Kasey Neuendorf
rps_lng-HDO210307,rps_lng-HDO210259, Residential_  ,,6,Peers Street,,Richmond,VIC,3121,2,1,0,,0,1999-01-01,,2023-08-16T13:00:52+01:00,,100005,,650.0,Weekly,,,,,5.5,1.1,,,,,,Kasey Neuendorf
rps_lng-HDO210327,rps_lng-HDO210272, Residential_  ,,4,Curzon Place,,North Melbourne,VIC,3051,3,3,1,,0,1999-01-01,,2023-04-17T12:45:00+01:00,,100005,,689.95,Monthly,,,,,5.5,2.2,,,,,,Kasey Neuendorf
rps_lng-HDO210330,rps_lng-HDO210275, Residential_  ,,6,Florence Place,,Sunshine West,VIC,3020,4,2,2,,0,1999-01-01,,2023-03-17T11:13:04+00:00,,100005,,470.0,Weekly,,,,,6.6,1.65,,,,,,Kasey Neuendorf
rps_lng-HDO210334,rps_lng-HDO210279, Residential_  ,,33b,Angliss Street,,Yarraville,VIC,3013,3,2,1,,0,1999-01-01,,2022-08-09T13:01:01+01:00,,100005,,695.0,Weekly,,,,,6.6,1.1,,,,,,Kasey Neuendorf
rps_lng-HDO210354,rps_lng-HDO210294, Residential_  ,501,199,William Street,,Melbourne,VIC,3000,2,1,0,,0,1999-01-01,,2023-03-23T15:33:21+00:00,,100005,,500.0,Weekly,,,,,7.15,1.65,,,,,,Kasey Neuendorf
rps_lng-HDO210405,rps_lng-HDO210338, Residential_  ,,20,Paramount Boulevard,,Wyndham Vale,VIC,3024,3,2,2,,0,1999-01-01,,2023-03-15T16:43:35+00:00,,100005,,373.97,Monthly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO210408,rps_lng-HDO210341, Residential_  ,108,23-25,Clapham Street,,Thornbury,VIC,3071,1,1,1,,0,1999-01-01,,2023-03-02T09:56:51+00:00,,100005,,379.96,Monthly,,,,,6.6,1.65,,,,,,Kasey Neuendorf
rps_lng-HDO210413,rps_lng-HDO210346, Residential_  ,,19,Chelmsford Street,,Kensington,VIC,3031,3,1,0,,0,1999-01-01,,2023-03-22T15:31:29+00:00,,100005,,700.0,Weekly,,,,,6.6,1.65,,,,,,Kasey Neuendorf
rps_lng-HDO210436,rps_lng-HDO210370, Residential_  ,,14,Bighorn Road,,Truganina,VIC,3029,4,2,2,,0,1999-01-01,,2023-03-10T12:28:32+00:00,,100005,,440.0,Weekly,,,,,6.6,2.2,,,,,,Kasey Neuendorf
rps_lng-HDO210442,rps_lng-HDO210376, Residential_  ,518,199,William Street,,Melbourne,VIC,3000,1,1,0,,0,1999-01-01,,2023-04-12T10:59:41+01:00,,100005,,379.96,Monthly,,,,,7.15,1.65,,,,,,Kasey Neuendorf
rps_lng-HDO210452,rps_lng-HDO210228, Residential_  ,,94,Waverley Street,,Moonee Ponds,VIC,3039,4,2,1,,0,1999-01-01,,2023-01-12T16:49:40+00:00,,100005,,750.02,Monthly,,,,,4.4,1.65,,,,,,Kasey Neuendorf
rps_lng-HDO210459,rps_lng-HDO210391, Residential_  ,,35,Spring Street,,Tullamarine,VIC,3043,3,2,2,,0,1999-01-01,,2023-07-31T12:57:02+01:00,,100005,,445.08,Monthly,,,,,6.6,1.65,,,,,,Kasey Neuendorf
rps_lng-HDO210467,rps_lng-HDO210397, Residential_  ,,18,Mannikins Way,,Williams Landing,VIC,3027,4,2,2,,0,1999-01-01,,2023-01-23T09:12:00+00:00,,100005,,460.04,Monthly,,,,,6.6,1.65,,,,,,Kasey Neuendorf
rps_lng-HDO210486,rps_lng-HDO210409, Residential_  ,3,12,Fawkner Road,,Pascoe Vale,VIC,3044,2,1,1,,0,1999-01-01,,2023-04-26T11:23:12+01:00,,100005,,436.34,Monthly,,,,,6.6,1.65,,,,,,Kasey Neuendorf
rps_lng-HDO210498,rps_lng-HDO210422, Residential_  ,,7,Farrier Road,,Wyndham Vale,VIC,3024,5,2,2,,0,1999-01-01,,2023-03-07T09:19:25+00:00,,100005,,399.98,Monthly,,,,,6.6,2.2,,,,,,Kasey Neuendorf
rps_lng-HDO210501,rps_lng-HDO210424, Residential_  ,,6,Reginato Court,,Tarneit,VIC,3029,3,2,2,,0,1999-01-01,,2022-06-02T15:01:05+01:00,,100005,,400.0,Weekly,,,,,6.6,2.2,,,,,,Kasey Neuendorf
rps_lng-HDO210526,rps_lng-HDO210447, Residential_  ,317,71,Henry Street,,Kensington,VIC,3031,2,2,1,,0,1999-01-01,,2023-01-09T15:14:11+00:00,,100005,,500.0,Weekly,,,,,6.05,1.65,,,,,,Kasey Neuendorf
rps_lng-HDO210536,rps_lng-HDO210456, Residential_  ,,4,Solo Street,,Point Cook,VIC,3030,4,2,2,,0,1999-01-01,,2023-01-25T14:16:53+00:00,,100005,,440.0,Weekly,,,,,6.05,1.65,,,,,,Kasey Neuendorf
rps_lng-HDO220008,rps_lng-HDO220008, Residential_  ,,114,Morris Street,,Sunshine,VIC,3020,3,1,0,,0,1999-01-01,,2023-02-10T15:23:32+00:00,,100005,,450.0,Weekly,,,,,6.05,1.1,,,,,,Kasey Neuendorf
rps_lng-HDO220041,rps_lng-HDO220034, Residential_  ,,30,Marriot Boulevard,,Melton South,VIC,3338,4,2,2,,0,1999-01-01,,2023-04-03T07:54:40+01:00,,100005,,360.0,Weekly,,,,,6.6,2.2,,,,,,Kasey Neuendorf
rps_lng-HDO220056,rps_lng-HDO210112, Residential_  ,,5,Muirhead Crescent,,Werribee,VIC,3030,3,1,1,,0,1999-01-01,,2023-04-13T19:51:18+01:00,,100005,,299.87,Monthly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO220112,rps_lng-HDO220093, Residential_  ,,16,Serene Street,,Tarneit,VIC,3029,0,0,0,,0,1999-01-01,,2022-07-06T17:15:03+01:00,,100005,,460.0,Weekly,,,,,5.5,2.2,,,,,,Kasey Neuendorf
rps_lng-HDO220131,rps_lng-HDO220109, Residential_  ,,7,Perivale Crescent,,Wyndham Vale,VIC,3024,4,2,2,,0,1999-01-01,,2023-07-06T14:42:43+01:00,,100005,,365.0,Weekly,,,,,6.6,2.2,,,,,,Kasey Neuendorf
rps_lng-HDO220143,rps_lng-HDO220120, Residential_  ,1310,8,Hallenstein Street,,Footscray,VIC,3011,2,2,1,,0,1999-01-01,,2023-03-22T15:34:11+00:00,,100005,,400.0,Weekly,,,,,6.6,2.2,,,,,,Kasey Neuendorf
rps_lng-HDO220146,rps_lng-HDO220123, Residential_  ,327,40,Hall Street,,Moonee Ponds,VIC,3039,1,1,1,,0,1999-01-01,,2023-07-14T17:08:47+01:00,,100005,,550.0,Weekly,,,,,6.6,1.65,,,,,,Kasey Neuendorf
rps_lng-HDO220153,rps_lng-HDO220129, Residential_  ,,34,Chirnside Street,,Kingsville,VIC,3012,3,2,2,,0,1999-01-01,,2023-08-04T13:46:15+01:00,,100005,,775.1,Monthly,,,,,6.6,1.65,,,,,,Kasey Neuendorf
rps_lng-HDO220157,rps_lng-HDO220133, Residential_  ,,83,Madisons Avenue,,Diggers Rest,VIC,3427,4,3,2,,0,1999-01-01,,2023-06-26T08:08:14+01:00,,100005,,550.03,Monthly,,,,,6.05,1.65,,,,,,Kasey Neuendorf
rps_lng-HDO220183,rps_lng-HDO220155, Residential_  ,,5,Vista Drive,,Melton,VIC,3337,3,2,2,,0,1999-01-01,,2023-05-22T23:17:17+01:00,,100005,,350.0,Weekly,,,,,6.6,2.2,,,,,,Kasey Neuendorf
rps_lng-HDO220217,rps_lng-HDO220183, Residential_  ,,50,Selbourne Street,,Strathtulloh,VIC,3338,4,2,2,,0,1999-01-01,,2023-03-28T11:13:34+01:00,,100005,,380.0,Weekly,,,,,6.6,2.2,,,,,,Kasey Neuendorf
rps_lng-HDO220224,rps_lng-HDO220189, Residential_  ,,8,Hanson Street,,Thornhill Park,VIC,3335,4,2,2,,0,1999-01-01,,2023-03-17T10:14:17+00:00,,100005,,370.0,Weekly,,,,,7.7,2.2,,,,,,Kasey Neuendorf
rps_lng-HDO220225,rps_lng-HDO220190, Residential_  ,,19,Thrums Road,,Mambourin,VIC,3024,3,2,1,,0,1999-01-01,,2023-03-30T09:26:58+01:00,,100005,,335.0,Weekly,,,,,7.7,2.2,,,,,,Kasey Neuendorf
rps_lng-HDO220232,rps_lng-HDO220195, Residential_  ,328,20,Shamrock Street,,Abbotsford,VIC,3067,2,2,1,,0,1999-01-01,,2022-08-11T15:49:31+01:00,,100005,,460.04,Weekly,,,,,7.15,1.65,,,,,,Kasey Neuendorf
rps_lng-HDO220250,rps_lng-HDO220210, Residential_  ,,150,Park Drive,,Parkville,VIC,3052,3,1,1,,0,1999-01-01,,2023-03-28T18:53:16+01:00,,100005,,650.0,Weekly,,,,,4.95,1.1,,,,,,Kasey Neuendorf
rps_lng-HDO220251,rps_lng-HDO220210, Residential_  ,5,8,Murray Street,,Brunswick West,VIC,3055,0,0,0,,0,1999-01-01,,2023-03-28T18:54:04+01:00,,100005,,400.0,Weekly,,,,,6.05,1.1,,,,,,Kasey Neuendorf
rps_lng-HDO220268,rps_lng-RPT130252, Residential_  ,,8,Scotsburn Grove,,Werribee,VIC,3030,4,2,2,,0,1999-01-01,,2023-01-09T15:14:11+00:00,,100005,,410.0,Weekly,,,,,6.6,1.65,,,,,,Kasey Neuendorf
rps_lng-HDO220273,rps_lng-HDO210320, Residential_  ,,63,Loyola Road,,Werribee,VIC,3030,3,1,1,,0,1999-01-01,,2023-08-09T17:53:42+01:00,,100005,,370.06,Weekly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO220296,rps_lng-HDO220246, Residential_  ,,23,Houston Drive,,Thornhill Park,VIC,3335,4,2,2,,0,1999-01-01,,2023-06-06T12:13:58+01:00,,100005,,385.0,Weekly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO220304,rps_lng-HDO220254, Residential_  ,,45,Lynwood Drive,,Thornhill Park,VIC,3335,3,2,1,,0,1999-01-01,,2023-04-04T14:56:48+01:00,,100005,,375.12,Monthly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO220337,rps_lng-HDO220280, Residential_  ,G13,358,Moreland Road,,Brunswick West,VIC,3055,2,1,1,,0,1999-01-01,,2022-11-04T15:53:08+00:00,,100005,,420.0,Monthly,,,,,6.05,2.2,,,,,,Kasey Neuendorf
rps_lng-HDO220363,rps_lng-HDO200328, Residential_  ,,215,Childs Road,,Mill Park,VIC,3082,4,2,2,,0,1999-01-01,,2023-02-02T10:26:29+00:00,,100005,,599.97,Monthly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO220366,rps_lng-HDO220304, Residential_  ,,51,Morningside Drive,,Thornhill Park,VIC,3335,4,2,2,,0,1999-01-01,,2023-05-10T11:37:33+01:00,,100005,,420.0,Monthly,,,,,7.7,2.2,,,,,,Kasey Neuendorf
rps_lng-HDO220383,rps_lng-HDO220319, Residential_  ,,35,Gallaxus Avenue,,Wyndham Vale,VIC,3024,3,2,2,,0,1999-01-01,,2023-02-09T10:05:19+00:00,,100005,,360.16,Monthly,,,,,7.7,2.2,,,,,,Kasey Neuendorf
rps_lng-HDO220384,rps_lng-HDO220320, Residential_  ,,26,Odsal Walk,,Strathtulloh,VIC,3338,3,2,2,,0,1999-01-01,,2023-03-16T20:51:16+00:00,,100005,,345.0,Weekly,,,,,7.7,2.2,,,,,,Kasey Neuendorf
rps_lng-HDO220408,rps_lng-HDO220341, Residential_  ,,29,Aruba Avenue,,Point Cook,VIC,3030,4,2,2,,0,1999-01-01,,2023-06-14T16:14:49+01:00,,100005,,520.11,Monthly,,,,,4.95,1.65,,,,,,Kasey Neuendorf
rps_lng-HDO220465,rps_lng-HDO220396, Residential_  ,,15,Wonnangatta Crescent,,Weir Views,VIC,3338,4,2,2,,0,1999-01-01,,2023-01-09T15:14:11+00:00,,100005,,420.0,Weekly,,,,,6.05,1.65,,,,,,Kasey Neuendorf
rps_lng-HDO220468,rps_lng-HDO220398, Residential_  ,,18,Steadfield Circuit,,Melton South,VIC,3338,3,2,2,,0,1999-01-01,,2023-05-04T21:18:17+01:00,,100005,,385.0,Weekly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO220471,rps_lng-HDO220402, Residential_  ,,44,Moorna Drive,,Airport West,VIC,3042,4,2,1,,0,1999-01-01,,2023-01-10T10:40:39+00:00,,100005,,675.0,Weekly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO220479,rps_lng-HDO220411, Residential_  ,125,28,Southgate Avenue,,Southbank,VIC,3006,2,2,0,,0,1999-01-01,,2023-08-17T10:22:36+01:00,,100005,,800.0,Weekly,,,,,5.5,1.1,,,,,,Kasey Neuendorf
rps_lng-HDO220482,rps_lng-HDO220412, Residential_  ,,6A,Butler Street,,Essendon,VIC,3040,4,3,2,,0,1999-01-01,,2023-03-28T18:55:23+01:00,,100005,,765.0,Weekly,,,,,6.05,1.32,,,,,,Kasey Neuendorf
rps_lng-HDO220483,rps_lng-HDO220413, Residential_  ,,66,Kingdom Boulevard,,Weir Views,VIC,3338,3,2,1,,0,1999-01-01,,2023-03-27T17:50:44+01:00,,100005,,370.0,Weekly,,,,,6.6,2.2,,,,,,Kasey Neuendorf
rps_lng-HDO220504,rps_lng-HDO220320, Residential_  ,,101,Bingham Circuit,,Thornhill Park,VIC,3335,3,2,1,,0,1999-01-01,,2023-03-08T12:57:16+00:00,,100005,,355.0,Weekly,,,,,7.7,2.2,,,,,,Kasey Neuendorf
rps_lng-HDO220524,rps_lng-HDO220454, Residential_  ,610,18,Hoff Boulevard,,Southbank,VIC,3006,2,2,0,,0,1999-01-01,,2023-03-28T18:56:05+01:00,,100005,,700.0,Weekly,,,,,6.6,1.65,,,,,,Kasey Neuendorf
rps_lng-HDO220537,rps_lng-HDO220466, Residential_  ,,41,Kasai Walk,,Truganina,VIC,3029,4,3,2,,0,1999-01-01,,2023-01-31T15:18:26+00:00,,100005,,420.0,Weekly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO220543,rps_lng-HDO220471, Residential_  ,3006A,260,Spencer Street,,Melbourne,VIC,3000,1,1,0,,0,1999-01-01,,2023-08-18T11:18:33+01:00,,100005,,500.0,Weekly,,,,,6.05,1.1,,,,,,Kasey Neuendorf
rps_lng-HDO220578,rps_lng-HDO220398, Residential_  ,,28,Steadfield Circuit,,Melton South,VIC,3338,3,2,2,,0,1999-01-01,,2023-05-11T12:48:32+01:00,,100005,,375.0,Weekly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO220585,rps_lng-HDO220507, Residential_  ,,58,Meander Road,,Doreen,VIC,3754,3,2,2,,0,1999-01-01,,2022-12-23T07:46:35+00:00,,100005,,460.0,Weekly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO220594,rps_lng-HDO220515, Residential_  ,,200,Station Street,,Fairfield,VIC,3078,2,1,2,,0,1999-01-01,,2022-12-20T15:38:14+00:00,,100005,,650.0,Weekly,,,,,6.05,1.65,,,,,,Kasey Neuendorf
rps_lng-HDO220669,rps_lng-HDO220570, Residential_  ,4,4,Orange Street,,Braybrook,VIC,3019,2,1,1,,0,1999-01-01,,2023-04-04T11:07:02+01:00,,100005,,410.0,Weekly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO220671,rps_lng-HDO220572, Residential_  ,1,37,Staley Street,,Brunswick,VIC,3056,2,1,1,,0,1999-01-01,,2023-07-18T18:38:51+01:00,,100005,,450.0,Weekly,,,,,6.6,1.65,,,,,,Kasey Neuendorf
rps_lng-HDO220702,rps_lng-HDO220600, Residential_  ,,37,The Avenue,,Sunbury,VIC,3429,4,2,2,,0,1999-01-01,,2023-05-15T21:37:22+01:00,,100005,,540.0,Weekly,,,,,4.95,1.1,,,,,,Kasey Neuendorf
rps_lng-HDO220707,rps_lng-HDO220604, Residential_  ,,68,Conservatory Drive,,Deanside,VIC,3336,3,2,2,,0,1999-01-01,,2023-02-21T15:04:59+00:00,,100005,,380.0,Weekly,,,,,7.7,2.2,,,,,,Kasey Neuendorf
rps_lng-HDO220708,rps_lng-HDO220604, Residential_  ,,70,Conservatory Drive,,Deanside,VIC,3336,3,2,2,,0,1999-01-01,,2023-03-22T15:28:50+00:00,,100005,,380.0,Weekly,,,,,7.7,2.2,,,,,,Kasey Neuendorf
rps_lng-HDO230011,rps_lng-HDO230011, Residential_  ,,56,Conservatory Drive,,Deanside,VIC,3336,3,2,2,,0,1999-01-01,,2023-03-22T15:29:04+00:00,,100005,,400.0,Weekly,,,,,7.7,2.2,,,,,,Kasey Neuendorf
rps_lng-HDO230040,rps_lng-HDO220411, Residential_  ,54,398,Latrobe Street,,Melbourne,VIC,3000,3,2,1,,0,1999-01-01,,2023-07-12T12:27:51+01:00,,100005,,899.84,Monthly,,,,,5.5,1.1,,,,,,Kasey Neuendorf
rps_lng-HDO230051,rps_lng-HDO230042, Residential_  ,410,18,Hoff Boulevard,,Southbank,VIC,3006,0,0,0,,0,1999-01-01,,2023-07-20T12:16:28+01:00,,100005,,430.0,Weekly,,,,,7.7,1.65,,,,,,Kasey Neuendorf
rps_lng-HDO230072,rps_lng-HDO230057, Residential_  ,,6,Westwood Way,,Albion,VIC,3020,3,2,0,,0,1999-01-01,,2023-03-22T11:38:58+00:00,,100005,,530.0,Weekly,,,,,4.95,1.1,,,,,,Kasey Neuendorf
rps_lng-HDO230086,rps_lng-HDO230069, Residential_  ,,45,Listowel Grove,,Rockbank,VIC,3335,4,2,1,,0,1999-01-01,,2023-03-27T13:49:57+01:00,,100005,,440.02,Monthly,,,,,7.7,2.2,,,,,,Kasey Neuendorf
rps_lng-HDO230187,rps_lng-HDO190134, Residential_  ,2,9,Bronte Avenue,,Burwood,VIC,3125,0,0,0,,0,1999-01-01,,2023-06-09T19:14:51+01:00,,100005,,449.92,Weekly,,,,,8.47,2.2,,,,,,Kasey Neuendorf
rps_lng-HDO230195,rps_lng-HDO210026, Residential_  ,,68,St Boswells Avenue,,Berwick,VIC,3806,4,2,2,,0,1999-01-01,,2023-06-09T21:26:39+01:00,,100005,,649.91,Monthly,,,,,6.6,1.65,,,,,,Kasey Neuendorf
rps_lng-HDO230247,rps_lng-HDO230215, Residential_  ,3,59,Fraser Street,,Sunshine,VIC,3020,3,2,1,,0,1999-01-01,,2023-07-18T17:52:22+01:00,,100005,,460.04,Monthly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO230259,rps_lng-HDO220600, Residential_  ,1,1,Bothwell St,,Pascoe Vale,VIC,3044,3,2,1,,0,1999-01-01,,2023-07-24T12:22:11+01:00,,100005,,634.95,Monthly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO230287,rps_lng-HDO230246, Residential_  ,,10,Samuel Road,,Weir Views,VIC,3338,3,2,1,,0,1999-01-01,,2023-08-10T09:32:45+01:00,,100005,,390.08,Monthly,,,,,,,,,,,,Kasey Neuendorf
rps_lng-HDO230313,rps_lng-HDO190525, Residential_  ,,15,Centenary Drive,,Mill Park,VIC,3082,3,1,0,,0,1999-01-01,,2023-07-14T10:20:53+01:00,,100005,,494.79,Monthly,,,,,,,,,,,,Kasey Neuendorf
